dataset,categoria,split,etiqueta,tipo_defecto,archivo,mascara,origen
mvtec,grid,test,normal,,test/good/002.png,,data/datasets/mvtec/grid/test/good/002.png
mvtec,grid,test,normal,,test/good/003.png,,data/datasets/mvtec/grid/test/good/003.png
mvtec,grid,test,normal,,test/good/004.png,,data/datasets/mvtec/grid/test/good/004.png
mvtec,grid,test,normal,,test/good/005.png,,data/datasets/mvtec/grid/test/good/005.png
mvtec,grid,test,normal,,test/good/006.png,,data/datasets/mvtec/grid/test/good/006.png
mvtec,grid,test,normal,,test/good/007.png,,data/datasets/mvtec/grid/test/good/007.png
mvtec,grid,test,normal,,test/good/008.png,,data/datasets/mvtec/grid/test/good/008.png
mvtec,grid,test,normal,,test/good/009.png,,data/datasets/mvtec/grid/test/good/009.png
mvtec,grid,test,normal,,test/good/010.png,,data/datasets/mvtec/grid/test/good/010.png
mvtec,grid,test,normal,,test/good/011.png,,data/datasets/mvtec/grid/test/good/011.png
mvtec,grid,test,normal,,test/good/012.png,,data/datasets/mvtec/grid/test/good/012.png
mvtec,grid,test,normal,,test/good/013.png,,data/datasets/mvtec/grid/test/good/013.png
mvtec,grid,test,normal,,test/good/014.png,,data/datasets/mvtec/grid/test/good/014.png
mvtec,grid,test,normal,,test/good/015.png,,data/datasets/mvtec/grid/test/good/015.png
mvtec,grid,test,normal,,test/good/016.png,,data/datasets/mvtec/grid/test/good/016.png
mvtec,grid,test,normal,,test/good/017.png,,data/datasets/mvtec/grid/test/good/017.png
mvtec,grid,test,normal,,test/good/018.png,,data/datasets/mvtec/grid/test/good/018.png
mvtec,grid,test,normal,,test/good/019.png,,data/datasets/mvtec/grid/test/good/019.png
mvtec,grid,test,normal,,test/good/020.png,,data/datasets/mvtec/grid/test/good/020.png
mvtec,grid,test,anomaly,bent,test/anomaly/bent_000.png,test/masks/bent_000.png,data/datasets/mvtec/grid/test/bent/000.png
mvtec,grid,test,anomaly,bent,test/anomaly/bent_004.png,test/masks/bent_004.png,data/datasets/mvtec/grid/test/bent/004.png
mvtec,grid,test,anomaly,bent,test/anomaly/bent_006.png,test/masks/bent_006.png,data/datasets/mvtec/grid/test/bent/006.png
mvtec,grid,test,anomaly,bent,test/anomaly/bent_007.png,test/masks/bent_007.png,data/datasets/mvtec/grid/test/bent/007.png
mvtec,grid,test,anomaly,bent,test/anomaly/bent_011.png,test/masks/bent_011.png,data/datasets/mvtec/grid/test/bent/011.png
mvtec,grid,test,anomaly,broken,test/anomaly/broken_000.png,test/masks/broken_000.png,data/datasets/mvtec/grid/test/broken/000.png
mvtec,grid,test,anomaly,broken,test/anomaly/broken_001.png,test/masks/broken_001.png,data/datasets/mvtec/grid/test/broken/001.png
mvtec,grid,test,anomaly,broken,test/anomaly/broken_002.png,test/masks/broken_002.png,data/datasets/mvtec/grid/test/broken/002.png
mvtec,grid,test,anomaly,broken,test/anomaly/broken_003.png,test/masks/broken_003.png,data/datasets/mvtec/grid/test/broken/003.png
mvtec,grid,test,anomaly,broken,test/anomaly/broken_004.png,test/masks/broken_004.png,data/datasets/mvtec/grid/test/broken/004.png
mvtec,grid,test,anomaly,broken,test/anomaly/broken_005.png,test/masks/broken_005.png,data/datasets/mvtec/grid/test/broken/005.png
mvtec,grid,test,anomaly,broken,test/anomaly/broken_006.png,test/masks/broken_006.png,data/datasets/mvtec/grid/test/broken/006.png
mvtec,grid,test,anomaly,broken,test/anomaly/broken_007.png,test/masks/broken_007.png,data/datasets/mvtec/grid/test/broken/007.png
mvtec,grid,test,anomaly,broken,test/anomaly/broken_008.png,test/masks/broken_008.png,data/datasets/mvtec/grid/test/broken/008.png
mvtec,grid,test,anomaly,broken,test/anomaly/broken_009.png,test/masks/broken_009.png,data/datasets/mvtec/grid/test/broken/009.png
mvtec,grid,test,anomaly,broken,test/anomaly/broken_010.png,test/masks/broken_010.png,data/datasets/mvtec/grid/test/broken/010.png
mvtec,grid,test,anomaly,broken,test/anomaly/broken_011.png,test/masks/broken_011.png,data/datasets/mvtec/grid/test/broken/011.png
mvtec,grid,test,anomaly,glue,test/anomaly/glue_000.png,test/masks/glue_000.png,data/datasets/mvtec/grid/test/glue/000.png
mvtec,grid,test,anomaly,glue,test/anomaly/glue_001.png,test/masks/glue_001.png,data/datasets/mvtec/grid/test/glue/001.png
mvtec,grid,test,anomaly,glue,test/anomaly/glue_004.png,test/masks/glue_004.png,data/datasets/mvtec/grid/test/glue/004.png
mvtec,grid,test,anomaly,glue,test/anomaly/glue_005.png,test/masks/glue_005.png,data/datasets/mvtec/grid/test/glue/005.png
mvtec,grid,test,anomaly,glue,test/anomaly/glue_006.png,test/masks/glue_006.png,data/datasets/mvtec/grid/test/glue/006.png
mvtec,grid,test,anomaly,metal_contamination,test/anomaly/metal_contamination_000.png,test/masks/metal_contamination_000.png,data/datasets/mvtec/grid/test/metal_contamination/000.png
mvtec,grid,test,anomaly,metal_contamination,test/anomaly/metal_contamination_004.png,test/masks/metal_contamination_004.png,data/datasets/mvtec/grid/test/metal_contamination/004.png
mvtec,grid,test,anomaly,metal_contamination,test/anomaly/metal_contamination_006.png,test/masks/metal_contamination_006.png,data/datasets/mvtec/grid/test/metal_contamination/006.png
mvtec,grid,test,anomaly,metal_contamination,test/anomaly/metal_contamination_008.png,test/masks/metal_contamination_008.png,data/datasets/mvtec/grid/test/metal_contamination/008.png
mvtec,grid,test,anomaly,thread,test/anomaly/thread_001.png,test/masks/thread_001.png,data/datasets/mvtec/grid/test/thread/001.png
mvtec,grid,test,anomaly,thread,test/anomaly/thread_004.png,test/masks/thread_004.png,data/datasets/mvtec/grid/test/thread/004.png
mvtec,grid,test,anomaly,thread,test/anomaly/thread_006.png,test/masks/thread_006.png,data/datasets/mvtec/grid/test/thread/006.png
mvtec,grid,test,anomaly,thread,test/anomaly/thread_008.png,test/masks/thread_008.png,data/datasets/mvtec/grid/test/thread/008.png
mvtec,grid,test,anomaly,thread,test/anomaly/thread_010.png,test/masks/thread_010.png,data/datasets/mvtec/grid/test/thread/010.png
mvtec,leather,train,normal,,train/good/000.png,,data/datasets/mvtec/leather/train/good/000.png
mvtec,leather,train,normal,,train/good/001.png,,data/datasets/mvtec/leather/train/good/001.png
mvtec,leather,train,normal,,train/good/002.png,,data/datasets/mvtec/leather/train/good/002.png
mvtec,leather,train,normal,,train/good/003.png,,data/datasets/mvtec/leather/train/good/003.png
mvtec,leather,train,normal,,train/good/004.png,,data/datasets/mvtec/leather/train/good/004.png
mvtec,leather,train,normal,,train/good/005.png,,data/datasets/mvtec/leather/train/good/005.png
mvtec,leather,train,normal,,train/good/006.png,,data/datasets/mvtec/leather/train/good/006.png
mvtec,leather,train,normal,,train/good/007.png,,data/datasets/mvtec/leather/train/good/007.png
mvtec,leather,train,normal,,train/good/008.png,,data/datasets/mvtec/leather/train/good/008.png
mvtec,leather,train,normal,,train/good/009.png,,data/datasets/mvtec/leather/train/good/009.png
mvtec,leather,train,normal,,train/good/010.png,,data/datasets/mvtec/leather/train/good/010.png
mvtec,leather,train,normal,,train/good/011.png,,data/datasets/mvtec/leather/train/good/011.png
mvtec,leather,train,normal,,train/good/012.png,,data/datasets/mvtec/leather/train/good/012.png
mvtec,leather,train,normal,,train/good/013.png,,data/datasets/mvtec/leather/train/good/013.png
mvtec,leather,train,normal,,train/good/014.png,,data/datasets/mvtec/leather/train/good/014.png
mvtec,leather,train,normal,,train/good/015.png,,data/datasets/mvtec/leather/train/good/015.png
mvtec,leather,train,normal,,train/good/016.png,,data/datasets/mvtec/leather/train/good/016.png
mvtec,leather,train,normal,,train/good/017.png,,data/datasets/mvtec/leather/train/good/017.png
mvtec,leather,train,normal,,train/good/018.png,,data/datasets/mvtec/leather/train/good/018.png
mvtec,leather,train,normal,,train/good/019.png,,data/datasets/mvtec/leather/train/good/019.png
mvtec,leather,train,normal,,train/good/020.png,,data/datasets/mvtec/leather/train/good/020.png
mvtec,leather,train,normal,,train/good/021.png,,data/datasets/mvtec/leather/train/good/021.png
mvtec,leather,train,normal,,train/good/022.png,,data/datasets/mvtec/leather/train/good/022.png
mvtec,leather,train,normal,,train/good/023.png,,data/datasets/mvtec/leather/train/good/023.png
mvtec,leather,train,normal,,train/good/024.png,,data/datasets/mvtec/leather/train/good/024.png
mvtec,leather,train,normal,,train/good/025.png,,data/datasets/mvtec/leather/train/good/025.png
mvtec,leather,train,normal,,train/good/026.png,,data/datasets/mvtec/leather/train/good/026.png
mvtec,leather,train,normal,,train/good/027.png,,data/datasets/mvtec/leather/train/good/027.png
mvtec,leather,train,normal,,train/good/028.png,,data/datasets/mvtec/leather/train/good/028.png
mvtec,leather,train,normal,,train/good/029.png,,data/datasets/mvtec/leather/train/good/029.png
mvtec,leather,train,normal,,train/good/030.png,,data/datasets/mvtec/leather/train/good/030.png
mvtec,leather,train,normal,,train/good/031.png,,data/datasets/mvtec/leather/train/good/031.png
mvtec,leather,train,normal,,train/good/032.png,,data/datasets/mvtec/leather/train/good/032.png
mvtec,leather,train,normal,,train/good/033.png,,data/datasets/mvtec/leather/train/good/033.png
mvtec,leather,train,normal,,train/good/034.png,,data/datasets/mvtec/leather/train/good/034.png
mvtec,leather,train,normal,,train/good/035.png,,data/datasets/mvtec/leather/train/good/035.png
mvtec,leather,train,normal,,train/good/036.png,,data/datasets/mvtec/leather/train/good/036.png
mvtec,leather,train,normal,,train/good/037.png,,data/datasets/mvtec/leather/train/good/037.png
mvtec,leather,train,normal,,train/good/038.png,,data/datasets/mvtec/leather/train/good/038.png
mvtec,leather,train,normal,,train/good/039.png,,data/datasets/mvtec/leather/train/good/039.png
mvtec,leather,train,normal,,train/good/040.png,,data/datasets/mvtec/leather/train/good/040.png
mvtec,leather,train,normal,,train/good/041.png,,data/datasets/mvtec/leather/train/good/041.png
mvtec,leather,train,normal,,train/good/042.png,,data/datasets/mvtec/leather/train/good/042.png
mvtec,leather,train,normal,,train/good/043.png,,data/datasets/mvtec/leather/train/good/043.png
mvtec,leather,train,normal,,train/good/044.png,,data/datasets/mvtec/leather/train/good/044.png
mvtec,leather,train,normal,,train/good/045.png,,data/datasets/mvtec/leather/train/good/045.png
mvtec,leather,train,normal,,train/good/046.png,,data/datasets/mvtec/leather/train/good/046.png
mvtec,leather,train,normal,,train/good/047.png,,data/datasets/mvtec/leather/train/good/047.png
mvtec,leather,train,normal,,train/good/048.png,,data/datasets/mvtec/leather/train/good/048.png
mvtec,leather,train,normal,,train/good/049.png,,data/datasets/mvtec/leather/train/good/049.png
mvtec,leather,train,normal,,train/good/050.png,,data/datasets/mvtec/leather/train/good/050.png
mvtec,leather,train,normal,,train/good/051.png,,data/datasets/mvtec/leather/train/good/051.png
mvtec,leather,train,normal,,train/good/052.png,,data/datasets/mvtec/leather/train/good/052.png
mvtec,leather,train,normal,,train/good/053.png,,data/datasets/mvtec/leather/train/good/053.png
mvtec,leather,train,normal,,train/good/054.png,,data/datasets/mvtec/leather/train/good/054.png
mvtec,leather,train,normal,,train/good/055.png,,data/datasets/mvtec/leather/train/good/055.png
mvtec,leather,train,normal,,train/good/056.png,,data/datasets/mvtec/leather/train/good/056.png
mvtec,leather,train,normal,,train/good/057.png,,data/datasets/mvtec/leather/train/good/057.png
mvtec,leather,train,normal,,train/good/058.png,,data/datasets/mvtec/leather/train/good/058.png
mvtec,leather,train,normal,,train/good/059.png,,data/datasets/mvtec/leather/train/good/059.png
mvtec,leather,train,normal,,train/good/060.png,,data/datasets/mvtec/leather/train/good/060.png
mvtec,leather,train,normal,,train/good/061.png,,data/datasets/mvtec/leather/train/good/061.png
mvtec,leather,train,normal,,train/good/062.png,,data/datasets/mvtec/leather/train/good/062.png
mvtec,leather,train,normal,,train/good/063.png,,data/datasets/mvtec/leather/train/good/063.png
mvtec,leather,train,normal,,train/good/064.png,,data/datasets/mvtec/leather/train/good/064.png
mvtec,leather,train,normal,,train/good/065.png,,data/datasets/mvtec/leather/train/good/065.png
mvtec,leather,train,normal,,train/good/066.png,,data/datasets/mvtec/leather/train/good/066.png
mvtec,leather,train,normal,,train/good/067.png,,data/datasets/mvtec/leather/train/good/067.png
mvtec,leather,train,normal,,train/good/068.png,,data/datasets/mvtec/leather/train/good/068.png
mvtec,leather,train,normal,,train/good/069.png,,data/datasets/mvtec/leather/train/good/069.png
mvtec,leather,train,normal,,train/good/070.png,,data/datasets/mvtec/leather/train/good/070.png
mvtec,leather,train,normal,,train/good/071.png,,data/datasets/mvtec/leather/train/good/071.png
mvtec,leather,train,normal,,train/good/072.png,,data/datasets/mvtec/leather/train/good/072.png
mvtec,leather,train,normal,,train/good/073.png,,data/datasets/mvtec/leather/train/good/073.png
mvtec,leather,train,normal,,train/good/074.png,,data/datasets/mvtec/leather/train/good/074.png
mvtec,leather,train,normal,,train/good/075.png,,data/datasets/mvtec/leather/train/good/075.png
mvtec,leather,train,normal,,train/good/076.png,,data/datasets/mvtec/leather/train/good/076.png
mvtec,leather,train,normal,,train/good/077.png,,data/datasets/mvtec/leather/train/good/077.png
mvtec,leather,train,normal,,train/good/078.png,,data/datasets/mvtec/leather/train/good/078.png
mvtec,leather,train,normal,,train/good/079.png,,data/datasets/mvtec/leather/train/good/079.png
mvtec,leather,train,normal,,train/good/080.png,,data/datasets/mvtec/leather/train/good/080.png
mvtec,leather,train,normal,,train/good/081.png,,data/datasets/mvtec/leather/train/good/081.png
mvtec,leather,train,normal,,train/good/082.png,,data/datasets/mvtec/leather/train/good/082.png
mvtec,leather,train,normal,,train/good/083.png,,data/datasets/mvtec/leather/train/good/083.png
mvtec,leather,train,normal,,train/good/084.png,,data/datasets/mvtec/leather/train/good/084.png
mvtec,leather,train,normal,,train/good/085.png,,data/datasets/mvtec/leather/train/good/085.png
mvtec,leather,train,normal,,train/good/086.png,,data/datasets/mvtec/leather/train/good/086.png
mvtec,leather,train,normal,,train/good/087.png,,data/datasets/mvtec/leather/train/good/087.png
mvtec,leather,train,normal,,train/good/088.png,,data/datasets/mvtec/leather/train/good/088.png
mvtec,leather,train,normal,,train/good/089.png,,data/datasets/mvtec/leather/train/good/089.png
mvtec,leather,train,normal,,train/good/090.png,,data/datasets/mvtec/leather/train/good/090.png
mvtec,leather,train,normal,,train/good/091.png,,data/datasets/mvtec/leather/train/good/091.png
mvtec,leather,train,normal,,train/good/092.png,,data/datasets/mvtec/leather/train/good/092.png
mvtec,leather,train,normal,,train/good/093.png,,data/datasets/mvtec/leather/train/good/093.png
mvtec,leather,train,normal,,train/good/094.png,,data/datasets/mvtec/leather/train/good/094.png
mvtec,leather,train,normal,,train/good/095.png,,data/datasets/mvtec/leather/train/good/095.png
mvtec,leather,train,normal,,train/good/096.png,,data/datasets/mvtec/leather/train/good/096.png
mvtec,leather,train,normal,,train/good/097.png,,data/datasets/mvtec/leather/train/good/097.png
mvtec,leather,train,normal,,train/good/098.png,,data/datasets/mvtec/leather/train/good/098.png
mvtec,leather,train,normal,,train/good/099.png,,data/datasets/mvtec/leather/train/good/099.png
mvtec,leather,train,normal,,train/good/100.png,,data/datasets/mvtec/leather/train/good/100.png
mvtec,leather,train,normal,,train/good/101.png,,data/datasets/mvtec/leather/train/good/101.png
mvtec,leather,train,normal,,train/good/102.png,,data/datasets/mvtec/leather/train/good/102.png
mvtec,leather,train,normal,,train/good/103.png,,data/datasets/mvtec/leather/train/good/103.png
mvtec,leather,train,normal,,train/good/104.png,,data/datasets/mvtec/leather/train/good/104.png
mvtec,leather,train,normal,,train/good/105.png,,data/datasets/mvtec/leather/train/good/105.png
mvtec,leather,train,normal,,train/good/106.png,,data/datasets/mvtec/leather/train/good/106.png
mvtec,leather,train,normal,,train/good/107.png,,data/datasets/mvtec/leather/train/good/107.png
mvtec,leather,train,normal,,train/good/108.png,,data/datasets/mvtec/leather/train/good/108.png
mvtec,leather,train,normal,,train/good/109.png,,data/datasets/mvtec/leather/train/good/109.png
mvtec,leather,train,normal,,train/good/110.png,,data/datasets/mvtec/leather/train/good/110.png
mvtec,leather,train,normal,,train/good/111.png,,data/datasets/mvtec/leather/train/good/111.png
mvtec,leather,train,normal,,train/good/112.png,,data/datasets/mvtec/leather/train/good/112.png
mvtec,leather,train,normal,,train/good/113.png,,data/datasets/mvtec/leather/train/good/113.png
mvtec,leather,train,normal,,train/good/114.png,,data/datasets/mvtec/leather/train/good/114.png
mvtec,leather,train,normal,,train/good/115.png,,data/datasets/mvtec/leather/train/good/115.png
mvtec,leather,train,normal,,train/good/116.png,,data/datasets/mvtec/leather/train/good/116.png
mvtec,leather,train,normal,,train/good/117.png,,data/datasets/mvtec/leather/train/good/117.png
mvtec,leather,train,normal,,train/good/118.png,,data/datasets/mvtec/leather/train/good/118.png
mvtec,leather,train,normal,,train/good/119.png,,data/datasets/mvtec/leather/train/good/119.png
mvtec,leather,train,normal,,train/good/120.png,,data/datasets/mvtec/leather/train/good/120.png
mvtec,leather,train,normal,,train/good/121.png,,data/datasets/mvtec/leather/train/good/121.png
mvtec,leather,train,normal,,train/good/122.png,,data/datasets/mvtec/leather/train/good/122.png
mvtec,leather,train,normal,,train/good/123.png,,data/datasets/mvtec/leather/train/good/123.png
mvtec,leather,train,normal,,train/good/124.png,,data/datasets/mvtec/leather/train/good/124.png
mvtec,leather,train,normal,,train/good/125.png,,data/datasets/mvtec/leather/train/good/125.png
mvtec,leather,train,normal,,train/good/126.png,,data/datasets/mvtec/leather/train/good/126.png
mvtec,leather,train,normal,,train/good/127.png,,data/datasets/mvtec/leather/train/good/127.png
mvtec,leather,train,normal,,train/good/128.png,,data/datasets/mvtec/leather/train/good/128.png
mvtec,leather,train,normal,,train/good/129.png,,data/datasets/mvtec/leather/train/good/129.png
mvtec,leather,train,normal,,train/good/130.png,,data/datasets/mvtec/leather/train/good/130.png
mvtec,leather,train,normal,,train/good/131.png,,data/datasets/mvtec/leather/train/good/131.png
mvtec,leather,train,normal,,train/good/132.png,,data/datasets/mvtec/leather/train/good/132.png
mvtec,leather,train,normal,,train/good/133.png,,data/datasets/mvtec/leather/train/good/133.png
mvtec,leather,train,normal,,train/good/134.png,,data/datasets/mvtec/leather/train/good/134.png
mvtec,leather,train,normal,,train/good/135.png,,data/datasets/mvtec/leather/train/good/135.png
mvtec,leather,train,normal,,train/good/136.png,,data/datasets/mvtec/leather/train/good/136.png
mvtec,leather,train,normal,,train/good/137.png,,data/datasets/mvtec/leather/train/good/137.png
mvtec,leather,train,normal,,train/good/138.png,,data/datasets/mvtec/leather/train/good/138.png
mvtec,leather,train,normal,,train/good/139.png,,data/datasets/mvtec/leather/train/good/139.png
mvtec,leather,train,normal,,train/good/140.png,,data/datasets/mvtec/leather/train/good/140.png
mvtec,leather,train,normal,,train/good/141.png,,data/datasets/mvtec/leather/train/good/141.png
mvtec,leather,train,normal,,train/good/142.png,,data/datasets/mvtec/leather/train/good/142.png
mvtec,leather,train,normal,,train/good/143.png,,data/datasets/mvtec/leather/train/good/143.png
mvtec,leather,train,normal,,train/good/144.png,,data/datasets/mvtec/leather/train/good/144.png
mvtec,leather,train,normal,,train/good/145.png,,data/datasets/mvtec/leather/train/good/145.png
mvtec,leather,train,normal,,train/good/146.png,,data/datasets/mvtec/leather/train/good/146.png
mvtec,leather,train,normal,,train/good/147.png,,data/datasets/mvtec/leather/train/good/147.png
mvtec,leather,train,normal,,train/good/148.png,,data/datasets/mvtec/leather/train/good/148.png
mvtec,leather,train,normal,,train/good/149.png,,data/datasets/mvtec/leather/train/good/149.png
mvtec,leather,train,normal,,train/good/150.png,,data/datasets/mvtec/leather/train/good/150.png
mvtec,leather,train,normal,,train/good/151.png,,data/datasets/mvtec/leather/train/good/151.png
mvtec,leather,train,normal,,train/good/152.png,,data/datasets/mvtec/leather/train/good/152.png
mvtec,leather,train,normal,,train/good/153.png,,data/datasets/mvtec/leather/train/good/153.png
mvtec,leather,train,normal,,train/good/154.png,,data/datasets/mvtec/leather/train/good/154.png
mvtec,leather,train,normal,,train/good/155.png,,data/datasets/mvtec/leather/train/good/155.png
mvtec,leather,train,normal,,train/good/156.png,,data/datasets/mvtec/leather/train/good/156.png
mvtec,leather,train,normal,,train/good/157.png,,data/datasets/mvtec/leather/train/good/157.png
mvtec,leather,train,normal,,train/good/158.png,,data/datasets/mvtec/leather/train/good/158.png
mvtec,leather,train,normal,,train/good/159.png,,data/datasets/mvtec/leather/train/good/159.png
mvtec,leather,train,normal,,train/good/160.png,,data/datasets/mvtec/leather/train/good/160.png
mvtec,leather,train,normal,,train/good/161.png,,data/datasets/mvtec/leather/train/good/161.png
mvtec,leather,train,normal,,train/good/162.png,,data/datasets/mvtec/leather/train/good/162.png
mvtec,leather,train,normal,,train/good/163.png,,data/datasets/mvtec/leather/train/good/163.png
mvtec,leather,train,normal,,train/good/164.png,,data/datasets/mvtec/leather/train/good/164.png
mvtec,leather,train,normal,,train/good/165.png,,data/datasets/mvtec/leather/train/good/165.png
mvtec,leather,train,normal,,train/good/166.png,,data/datasets/mvtec/leather/train/good/166.png
mvtec,leather,train,normal,,train/good/167.png,,data/datasets/mvtec/leather/train/good/167.png
mvtec,leather,train,normal,,train/good/168.png,,data/datasets/mvtec/leather/train/good/168.png
mvtec,leather,train,normal,,train/good/169.png,,data/datasets/mvtec/leather/train/good/169.png
mvtec,leather,train,normal,,train/good/170.png,,data/datasets/mvtec/leather/train/good/170.png
mvtec,leather,train,normal,,train/good/171.png,,data/datasets/mvtec/leather/train/good/171.png
mvtec,leather,train,normal,,train/good/172.png,,data/datasets/mvtec/leather/train/good/172.png
mvtec,leather,train,normal,,train/good/173.png,,data/datasets/mvtec/leather/train/good/173.png
mvtec,leather,train,normal,,train/good/174.png,,data/datasets/mvtec/leather/train/good/174.png
mvtec,leather,train,normal,,train/good/175.png,,data/datasets/mvtec/leather/train/good/175.png
mvtec,leather,train,normal,,train/good/176.png,,data/datasets/mvtec/leather/train/good/176.png
mvtec,leather,train,normal,,train/good/177.png,,data/datasets/mvtec/leather/train/good/177.png
mvtec,leather,train,normal,,train/good/178.png,,data/datasets/mvtec/leather/train/good/178.png
mvtec,leather,train,normal,,train/good/179.png,,data/datasets/mvtec/leather/train/good/179.png
mvtec,leather,train,normal,,train/good/180.png,,data/datasets/mvtec/leather/train/good/180.png
mvtec,leather,train,normal,,train/good/181.png,,data/datasets/mvtec/leather/train/good/181.png
mvtec,leather,train,normal,,train/good/182.png,,data/datasets/mvtec/leather/train/good/182.png
mvtec,leather,train,normal,,train/good/183.png,,data/datasets/mvtec/leather/train/good/183.png
mvtec,leather,train,normal,,train/good/184.png,,data/datasets/mvtec/leather/train/good/184.png
mvtec,leather,train,normal,,train/good/185.png,,data/datasets/mvtec/leather/train/good/185.png
mvtec,leather,train,normal,,train/good/186.png,,data/datasets/mvtec/leather/train/good/186.png
mvtec,leather,train,normal,,train/good/187.png,,data/datasets/mvtec/leather/train/good/187.png
mvtec,leather,train,normal,,train/good/188.png,,data/datasets/mvtec/leather/train/good/188.png
mvtec,leather,train,normal,,train/good/189.png,,data/datasets/mvtec/leather/train/good/189.png
mvtec,leather,train,normal,,train/good/190.png,,data/datasets/mvtec/leather/train/good/190.png
mvtec,leather,train,normal,,train/good/191.png,,data/datasets/mvtec/leather/train/good/191.png
mvtec,leather,train,normal,,train/good/192.png,,data/datasets/mvtec/leather/train/good/192.png
mvtec,leather,train,normal,,train/good/193.png,,data/datasets/mvtec/leather/train/good/193.png
mvtec,leather,train,normal,,train/good/194.png,,data/datasets/mvtec/leather/train/good/194.png
mvtec,leather,train,normal,,train/good/195.png,,data/datasets/mvtec/leather/train/good/195.png
mvtec,leather,train,normal,,train/good/196.png,,data/datasets/mvtec/leather/train/good/196.png
mvtec,leather,train,normal,,train/good/197.png,,data/datasets/mvtec/leather/train/good/197.png
mvtec,leather,train,normal,,train/good/198.png,,data/datasets/mvtec/leather/train/good/198.png
mvtec,leather,train,normal,,train/good/199.png,,data/datasets/mvtec/leather/train/good/199.png
mvtec,leather,train,normal,,train/good/200.png,,data/datasets/mvtec/leather/train/good/200.png
mvtec,leather,train,normal,,train/good/201.png,,data/datasets/mvtec/leather/train/good/201.png
mvtec,leather,train,normal,,train/good/202.png,,data/datasets/mvtec/leather/train/good/202.png
mvtec,leather,train,normal,,train/good/203.png,,data/datasets/mvtec/leather/train/good/203.png
mvtec,leather,train,normal,,train/good/204.png,,data/datasets/mvtec/leather/train/good/204.png
mvtec,leather,train,normal,,train/good/205.png,,data/datasets/mvtec/leather/train/good/205.png
mvtec,leather,train,normal,,train/good/206.png,,data/datasets/mvtec/leather/train/good/206.png
mvtec,leather,train,normal,,train/good/207.png,,data/datasets/mvtec/leather/train/good/207.png
mvtec,leather,train,normal,,train/good/208.png,,data/datasets/mvtec/leather/train/good/208.png
mvtec,leather,train,normal,,train/good/209.png,,data/datasets/mvtec/leather/train/good/209.png
mvtec,leather,train,normal,,train/good/210.png,,data/datasets/mvtec/leather/train/good/210.png
mvtec,leather,train,normal,,train/good/211.png,,data/datasets/mvtec/leather/train/good/211.png
mvtec,leather,train,normal,,train/good/212.png,,data/datasets/mvtec/leather/train/good/212.png
mvtec,leather,train,normal,,train/good/213.png,,data/datasets/mvtec/leather/train/good/213.png
mvtec,leather,train,normal,,train/good/214.png,,data/datasets/mvtec/leather/train/good/214.png
mvtec,leather,train,normal,,train/good/215.png,,data/datasets/mvtec/leather/train/good/215.png
mvtec,leather,train,normal,,train/good/216.png,,data/datasets/mvtec/leather/train/good/216.png
mvtec,leather,train,normal,,train/good/217.png,,data/datasets/mvtec/leather/train/good/217.png
mvtec,leather,train,normal,,train/good/218.png,,data/datasets/mvtec/leather/train/good/218.png
mvtec,leather,train,normal,,train/good/219.png,,data/datasets/mvtec/leather/train/good/219.png
mvtec,leather,train,normal,,train/good/220.png,,data/datasets/mvtec/leather/train/good/220.png
mvtec,leather,train,normal,,train/good/221.png,,data/datasets/mvtec/leather/train/good/221.png
mvtec,leather,train,normal,,train/good/222.png,,data/datasets/mvtec/leather/train/good/222.png
mvtec,leather,train,normal,,train/good/223.png,,data/datasets/mvtec/leather/train/good/223.png
mvtec,leather,train,normal,,train/good/224.png,,data/datasets/mvtec/leather/train/good/224.png
mvtec,leather,train,normal,,train/good/225.png,,data/datasets/mvtec/leather/train/good/225.png
mvtec,leather,train,normal,,train/good/226.png,,data/datasets/mvtec/leather/train/good/226.png
mvtec,leather,train,normal,,train/good/227.png,,data/datasets/mvtec/leather/train/good/227.png
mvtec,leather,train,normal,,train/good/228.png,,data/datasets/mvtec/leather/train/good/228.png
mvtec,leather,train,normal,,train/good/229.png,,data/datasets/mvtec/leather/train/good/229.png
mvtec,leather,train,normal,,train/good/230.png,,data/datasets/mvtec/leather/train/good/230.png
mvtec,leather,train,normal,,train/good/231.png,,data/datasets/mvtec/leather/train/good/231.png
mvtec,leather,train,normal,,train/good/232.png,,data/datasets/mvtec/leather/train/good/232.png
mvtec,leather,train,normal,,train/good/233.png,,data/datasets/mvtec/leather/train/good/233.png
mvtec,leather,train,normal,,train/good/234.png,,data/datasets/mvtec/leather/train/good/234.png
mvtec,leather,train,normal,,train/good/235.png,,data/datasets/mvtec/leather/train/good/235.png
mvtec,leather,train,normal,,train/good/236.png,,data/datasets/mvtec/leather/train/good/236.png
mvtec,leather,train,normal,,train/good/237.png,,data/datasets/mvtec/leather/train/good/237.png
mvtec,leather,train,normal,,train/good/238.png,,data/datasets/mvtec/leather/train/good/238.png
mvtec,leather,train,normal,,train/good/239.png,,data/datasets/mvtec/leather/train/good/239.png
mvtec,leather,train,normal,,train/good/240.png,,data/datasets/mvtec/leather/train/good/240.png
mvtec,leather,train,normal,,train/good/241.png,,data/datasets/mvtec/leather/train/good/241.png
mvtec,leather,train,normal,,train/good/242.png,,data/datasets/mvtec/leather/train/good/242.png
